净值日期,每万份收益,7日年化收益率（%）,申购状态,赎回状态,分红送配
2023-02-10,0.5294,1.8840%,限制大额申购,开放赎回,
2023-02-09,0.5147,1.8690%,限制大额申购,开放赎回,
2023-02-08,0.4911,1.8510%,限制大额申购,开放赎回,
2023-02-07,0.4830,1.8670%,限制大额申购,开放赎回,
2023-02-06,0.5311,1.8950%,限制大额申购,开放赎回,
2023-02-05,0.5150,1.8820%,限制大额申购,开放赎回,
2023-02-04,0.5151,1.8810%,限制大额申购,开放赎回,
2023-02-03,0.5021,1.8800%,限制大额申购,开放赎回,
2023-02-02,0.4792,1.8860%,限制大额申购,开放赎回,
2023-02-01,0.5223,1.9040%,限制大额申购,开放赎回,
2023-01-31,0.5355,1.8990%,限制大额申购,开放赎回,
2023-01-30,0.5068,1.8880%,限制大额申购,开放赎回,
2023-01-29,0.5133,1.8910%,限制大额申购,开放赎回,
2023-01-28,0.5133,1.8910%,限制大额申购,开放赎回,
2023-01-27,0.5133,1.8910%,限制大额申购,开放赎回,
2023-01-26,0.5133,1.9900%,限制大额申购,开放赎回,
2023-01-25,0.5133,2.0240%,限制大额申购,开放赎回,
2023-01-24,0.5134,2.0410%,限制大额申购,开放赎回,
2023-01-23,0.5134,2.0480%,限制大额申购,开放赎回,
2023-01-22,0.5134,2.0540%,限制大额申购,开放赎回,
2023-01-21,0.5134,2.0680%,限制大额申购,开放赎回,
2023-01-20,0.6986,2.0820%,限制大额申购,开放赎回,
2023-01-19,0.5779,1.9960%,限制大额申购,开放赎回,
2023-01-18,0.5455,1.9660%,限制大额申购,开放赎回,
2023-01-17,0.5257,1.9470%,限制大额申购,开放赎回,
2023-01-16,0.5243,1.9410%,限制大额申购,开放赎回,
2023-01-15,0.5400,1.9570%,限制大额申购,开放赎回,
2023-01-14,0.5400,1.9670%,限制大额申购,开放赎回,
2023-01-13,0.5368,1.9760%,限制大额申购,开放赎回,
2023-01-12,0.5225,1.9820%,限制大额申购,开放赎回,
2023-01-11,0.5081,2.0190%,限制大额申购,开放赎回,
2023-01-10,0.5145,2.0550%,限制大额申购,开放赎回,
2023-01-09,0.5552,2.1070%,限制大额申购,开放赎回,
2023-01-08,0.5582,2.1310%,限制大额申购,开放赎回,
2023-01-07,0.5582,2.1530%,限制大额申购,开放赎回,
2023-01-06,0.5481,2.1750%,限制大额申购,开放赎回,
2023-01-05,0.5917,2.2060%,限制大额申购,开放赎回,
2023-01-04,0.5748,2.1990%,限制大额申购,开放赎回,
2023-01-03,0.6121,2.2210%,限制大额申购,开放赎回,
2023-01-02,0.6002,2.1950%,限制大额申购,开放赎回,
2023-01-01,0.6002,2.1650%,限制大额申购,开放赎回,
2022-12-31,0.6002,2.1460%,限制大额申购,开放赎回,
2022-12-30,0.6053,2.1270%,限制大额申购,开放赎回,
2022-12-29,0.5797,2.1050%,限制大额申购,开放赎回,
2022-12-28,0.6153,2.1040%,限制大额申购,开放赎回,
2022-12-27,0.5641,2.0710%,限制大额申购,开放赎回,
2022-12-26,0.5428,2.0430%,限制大额申购,开放赎回,
2022-12-25,0.5647,2.0270%,限制大额申购,开放赎回,
2022-12-24,0.5647,1.9990%,限制大额申购,开放赎回,
2022-12-23,0.5648,1.9710%,限制大额申购,开放赎回,
2022-12-22,0.5760,1.9420%,限制大额申购,开放赎回,
2022-12-21,0.5548,1.8890%,限制大额申购,开放赎回,
2022-12-20,0.5100,1.8570%,限制大额申购,开放赎回,
2022-12-19,0.5140,1.8440%,限制大额申购,开放赎回,
2022-12-18,0.5119,1.8230%,限制大额申购,开放赎回,
2022-12-17,0.5119,1.8060%,限制大额申购,开放赎回,
2022-12-16,0.5093,1.7880%,限制大额申购,开放赎回,
2022-12-15,0.4775,1.7720%,限制大额申购,开放赎回,
2022-12-14,0.4938,1.7720%,限制大额申购,开放赎回,
2022-12-13,0.4860,1.7650%,限制大额申购,开放赎回,
2022-12-12,0.4751,1.7650%,限制大额申购,开放赎回,
2022-12-11,0.4789,1.7830%,限制大额申购,开放赎回,
2022-12-10,0.4789,1.7900%,限制大额申购,开放赎回,
2022-12-09,0.4779,1.7960%,限制大额申购,开放赎回,
2022-12-08,0.4778,1.8030%,限制大额申购,开放赎回,
2022-12-07,0.4810,1.8320%,限制大额申购,开放赎回,
2022-12-06,0.4865,1.8280%,限制大额申购,开放赎回,
2022-12-05,0.5086,1.8210%,限制大额申购,开放赎回,
2022-12-04,0.4912,1.8030%,限制大额申购,开放赎回,
2022-12-03,0.4912,1.7960%,限制大额申购,开放赎回,
2022-12-02,0.4917,1.7890%,限制大额申购,开放赎回,
2022-12-01,0.5308,1.7810%,限制大额申购,开放赎回,
2022-11-30,0.4742,1.7500%,限制大额申购,开放赎回,
2022-11-29,0.4740,1.7400%,限制大额申购,开放赎回,
2022-11-28,0.4732,1.7340%,限制大额申购,开放赎回,
2022-11-27,0.4786,1.7190%,限制大额申购,开放赎回,
2022-11-26,0.4786,1.7020%,限制大额申购,开放赎回,
2022-11-25,0.4769,1.6850%,限制大额申购,开放赎回,
2022-11-24,0.4709,1.6680%,限制大额申购,开放赎回,
2022-11-23,0.4562,1.6400%,限制大额申购,开放赎回,
2022-11-22,0.4631,1.6190%,限制大额申购,开放赎回,
2022-11-21,0.4443,1.5850%,限制大额申购,开放赎回,
2022-11-20,0.4461,1.5580%,限制大额申购,开放赎回,
2022-11-19,0.4471,1.5280%,限制大额申购,开放赎回,
2022-11-18,0.4443,1.4980%,限制大额申购,开放赎回,
2022-11-17,0.4190,1.4700%,限制大额申购,开放赎回,
2022-11-16,0.4158,1.4670%,限制大额申购,开放赎回,
2022-11-15,0.4001,1.4660%,限制大额申购,开放赎回,
2022-11-14,0.3932,1.4570%,限制大额申购,开放赎回,
2022-11-13,0.3897,1.4470%,限制大额申购,开放赎回,
2022-11-12,0.3897,1.4380%,限制大额申购,开放赎回,
2022-11-11,0.3908,1.4300%,限制大额申购,开放赎回,
2022-11-10,0.4138,1.4200%,限制大额申购,开放赎回,
2022-11-09,0.4137,1.4130%,限制大额申购,开放赎回,
2022-11-08,0.3823,1.4070%,限制大额申购,开放赎回,
2022-11-07,0.3758,1.4310%,限制大额申购,开放赎回,
2022-11-06,0.3730,1.4720%,限制大额申购,开放赎回,
2022-11-05,0.3731,1.5180%,限制大额申购,开放赎回,
2022-11-04,0.3727,1.5640%,限制大额申购,开放赎回,
2022-11-03,0.4008,1.6100%,限制大额申购,开放赎回,
2022-11-02,0.4010,1.6510%,限制大额申购,开放赎回,
2022-11-01,0.4289,1.6890%,限制大额申购,开放赎回,
2022-10-31,0.4523,1.6770%,限制大额申购,开放赎回,
2022-10-30,0.4605,1.6410%,限制大额申购,开放赎回,
2022-10-29,0.4605,1.6040%,限制大额申购,开放赎回,
2022-10-28,0.4589,1.5680%,限制大额申购,开放赎回,
2022-10-27,0.4783,1.5310%,限制大额申购,开放赎回,
2022-10-26,0.4719,1.4900%,限制大额申购,开放赎回,
2022-10-25,0.4076,1.4480%,限制大额申购,开放赎回,
2022-10-24,0.3834,1.4230%,限制大额申购,开放赎回,
2022-10-23,0.3918,1.4390%,限制大额申购,开放赎回,
2022-10-22,0.3918,1.4450%,限制大额申购,开放赎回,
2022-10-21,0.3901,1.4510%,限制大额申购,开放赎回,
2022-10-20,0.3991,1.4470%,限制大额申购,开放赎回,
2022-10-19,0.3942,1.4640%,限制大额申购,开放赎回,
2022-10-18,0.3601,1.4790%,限制大额申购,开放赎回,
2022-10-17,0.4127,1.5250%,限制大额申购,开放赎回,
2022-10-16,0.4034,1.6080%,限制大额申购,开放赎回,
2022-10-15,0.4034,1.6570%,限制大额申购,开放赎回,
2022-10-14,0.3830,1.7070%,限制大额申购,开放赎回,
2022-10-13,0.4312,1.7670%,限制大额申购,开放赎回,
2022-10-12,0.4228,1.8010%,限制大额申购,开放赎回,
2022-10-11,0.4469,1.8400%,限制大额申购,开放赎回,
2022-10-10,0.5689,1.8670%,限制大额申购,开放赎回,
2022-10-09,0.4963,1.8280%,限制大额申购,开放赎回,
2022-10-08,0.4963,1.8280%,限制大额申购,开放赎回,
2022-10-07,0.4963,1.8280%,限制大额申购,开放赎回,
2022-10-06,0.4963,1.8290%,限制大额申购,开放赎回,
2022-10-05,0.4964,1.8490%,限制大额申购,开放赎回,
2022-10-04,0.4964,1.8610%,限制大额申购,开放赎回,
2022-10-03,0.4964,1.8460%,限制大额申购,开放赎回,
2022-10-02,0.4964,1.7970%,限制大额申购,开放赎回,
2022-10-01,0.4964,1.7470%,限制大额申购,开放赎回,
2022-09-30,0.4973,1.6970%,限制大额申购,开放赎回,
2022-09-29,0.5342,1.6600%,限制大额申购,开放赎回,
2022-09-28,0.5187,1.5880%,限制大额申购,开放赎回,
2022-09-27,0.4693,1.5250%,限制大额申购,开放赎回,
2022-09-26,0.4043,1.4840%,限制大额申购,开放赎回,
2022-09-25,0.4014,1.4750%,限制大额申购,开放赎回,
2022-09-24,0.4014,1.4680%,限制大额申购,开放赎回,
2022-09-23,0.4284,1.4600%,限制大额申购,开放赎回,
2022-09-22,0.3985,1.4360%,限制大额申购,开放赎回,
2022-09-21,0.3991,1.4300%,限制大额申购,开放赎回,
2022-09-20,0.3927,1.4230%,限制大额申购,开放赎回,
2022-09-19,0.3872,1.4180%,限制大额申购,开放赎回,
2022-09-18,0.3869,1.4190%,限制大额申购,开放赎回,
2022-09-17,0.3869,1.4190%,限制大额申购,开放赎回,
2022-09-16,0.3835,1.4200%,限制大额申购,开放赎回,
2022-09-15,0.3875,1.4210%,限制大额申购,开放赎回,
2022-09-14,0.3850,1.4230%,限制大额申购,开放赎回,
2022-09-13,0.3835,1.4380%,限制大额申购,开放赎回,
2022-09-12,0.3884,1.4410%,限制大额申购,开放赎回,
2022-09-11,0.3884,1.4430%,限制大额申购,开放赎回,
2022-09-10,0.3884,1.4430%,限制大额申购,开放赎回,
2022-09-09,0.3855,1.4440%,限制大额申购,开放赎回,
2022-09-08,0.3908,1.4460%,限制大额申购,开放赎回,
2022-09-07,0.4137,1.4500%,限制大额申购,开放赎回,
2022-09-06,0.3879,1.4410%,限制大额申购,开放赎回,
2022-09-05,0.3926,1.4400%,限制大额申购,开放赎回,
2022-09-04,0.3894,1.4340%,限制大额申购,开放赎回,
2022-09-03,0.3895,1.4290%,限制大额申购,开放赎回,
2022-09-02,0.3892,1.4240%,限制大额申购,开放赎回,
2022-09-01,0.3986,1.4190%,限制大额申购,开放赎回,
2022-08-31,0.3966,1.4110%,限制大额申购,开放赎回,
2022-08-30,0.3865,1.4070%,限制大额申购,开放赎回,
2022-08-29,0.3804,1.4130%,限制大额申购,开放赎回,
2022-08-28,0.3805,1.4220%,限制大额申购,开放赎回,
2022-08-27,0.3805,1.4280%,限制大额申购,开放赎回,
2022-08-26,0.3799,1.4330%,限制大额申购,开放赎回,
2022-08-25,0.3821,1.4570%,限制大额申购,开放赎回,
2022-08-24,0.3899,1.4740%,限制大额申购,开放赎回,
2022-08-23,0.3982,1.4760%,限制大额申购,开放赎回,
2022-08-22,0.3965,1.4730%,限制大额申购,开放赎回,
2022-08-21,0.3914,1.4710%,限制大额申购,开放赎回,
2022-08-20,0.3914,1.4720%,限制大额申购,开放赎回,
2022-08-19,0.4248,1.4730%,限制大额申购,开放赎回,
2022-08-18,0.4140,1.4540%,限制大额申购,开放赎回,
2022-08-17,0.3933,1.4460%,限制大额申购,开放赎回,
2022-08-16,0.3932,1.4550%,限制大额申购,开放赎回,
2022-08-15,0.3927,1.4710%,限制大额申购,开放赎回,
2022-08-14,0.3929,1.4890%,限制大额申购,开放赎回,
2022-08-13,0.3929,1.5080%,限制大额申购,开放赎回,
2022-08-12,0.3901,1.5260%,限制大额申购,开放赎回,
2022-08-11,0.3975,1.5460%,限制大额申购,开放赎回,
2022-08-10,0.4110,1.5810%,限制大额申购,开放赎回,
2022-08-09,0.4236,1.5950%,限制大额申购,开放赎回,
2022-08-08,0.4265,1.5990%,限制大额申购,开放赎回,
2022-08-07,0.4281,1.5980%,限制大额申购,开放赎回,
2022-08-06,0.4281,1.5960%,限制大额申购,开放赎回,
2022-08-05,0.4281,1.5940%,限制大额申购,开放赎回,
2022-08-04,0.4621,1.6120%,限制大额申购,开放赎回,
2022-08-03,0.4375,1.5970%,限制大额申购,开放赎回,
2022-08-02,0.4326,1.6000%,限制大额申购,开放赎回,
2022-08-01,0.4238,1.6030%,限制大额申购,开放赎回,
2022-07-31,0.4239,1.6060%,限制大额申购,开放赎回,
2022-07-30,0.4240,1.6070%,限制大额申购,开放赎回,
2022-07-29,0.4631,1.6070%,限制大额申购,开放赎回,
2022-07-28,0.4331,1.5870%,限制大额申购,开放赎回,
2022-07-27,0.4439,1.5910%,限制大额申购,开放赎回,
2022-07-26,0.4382,1.5990%,限制大额申购,开放赎回,
2022-07-25,0.4299,1.5920%,限制大额申购,开放赎回,
2022-07-24,0.4250,1.5900%,限制大额申购,开放赎回,
2022-07-23,0.4250,1.5910%,限制大额申购,开放赎回,
2022-07-22,0.4252,1.5920%,限制大额申购,开放赎回,
2022-07-21,0.4397,1.6130%,限制大额申购,开放赎回,
2022-07-20,0.4598,1.6090%,限制大额申购,开放赎回,
2022-07-19,0.4239,1.5950%,限制大额申购,开放赎回,
2022-07-18,0.4272,1.5970%,限制大额申购,开放赎回,
2022-07-17,0.4266,1.5980%,限制大额申购,开放赎回,
2022-07-16,0.4267,1.6020%,限制大额申购,开放赎回,
2022-07-15,0.4642,1.6070%,限制大额申购,开放赎回,
2022-07-14,0.4337,1.5870%,限制大额申购,开放赎回,
2022-07-13,0.4317,1.5950%,限制大额申购,开放赎回,
2022-07-12,0.4276,1.6200%,限制大额申购,开放赎回,
2022-07-11,0.4302,1.6520%,限制大额申购,开放赎回,
2022-07-10,0.4346,1.7050%,限制大额申购,开放赎回,
2022-07-09,0.4346,1.7510%,限制大额申购,开放赎回,
2022-07-08,0.4281,1.7970%,限制大额申购,开放赎回,
2022-07-07,0.4488,1.8450%,限制大额申购,开放赎回,
2022-07-06,0.4776,1.8690%,限制大额申购,开放赎回,
2022-07-05,0.4883,1.8810%,限制大额申购,开放赎回,
2022-07-04,0.5309,1.8820%,限制大额申购,开放赎回,
2022-07-03,0.5210,1.8540%,限制大额申购,开放赎回,
2022-07-02,0.5210,1.8250%,限制大额申购,开放赎回,
2022-07-01,0.5182,1.7960%,限制大额申购,开放赎回,
2022-06-30,0.4949,1.7690%,限制大额申购,开放赎回,
2022-06-29,0.4996,1.7520%,限制大额申购,开放赎回,
2022-06-28,0.4903,1.7280%,限制大额申购,开放赎回,
2022-06-27,0.4784,1.7060%,限制大额申购,开放赎回,
2022-06-26,0.4662,1.6770%,限制大额申购,开放赎回,
2022-06-25,0.4662,1.6620%,限制大额申购,开放赎回,
2022-06-24,0.4669,1.6470%,限制大额申购,开放赎回,
2022-06-23,0.4629,1.6320%,限制大额申购,开放赎回,
2022-06-22,0.4554,1.6160%,限制大额申购,开放赎回,
2022-06-21,0.4487,1.6050%,限制大额申购,开放赎回,
2022-06-20,0.4230,1.5920%,限制大额申购,开放赎回,
2022-06-19,0.4380,1.5930%,限制大额申购,开放赎回,
2022-06-18,0.4380,1.5880%,限制大额申购,开放赎回,
2022-06-17,0.4379,1.5830%,限制大额申购,开放赎回,
2022-06-16,0.4336,1.5790%,限制大额申购,开放赎回,
2022-06-15,0.4341,1.5770%,限制大额申购,开放赎回,
2022-06-14,0.4246,1.6000%,限制大额申购,开放赎回,
2022-06-13,0.4240,1.5740%,限制大额申购,开放赎回,
2022-06-12,0.4294,1.5770%,限制大额申购,开放赎回,
2022-06-11,0.4294,1.5850%,限制大额申购,开放赎回,
2022-06-10,0.4294,1.5940%,限制大额申购,开放赎回,
2022-06-09,0.4301,1.6020%,限制大额申购,开放赎回,
2022-06-08,0.4768,1.6090%,限制大额申购,开放赎回,
2022-06-07,0.3769,1.5980%,限制大额申购,开放赎回,
2022-06-06,0.4290,1.6490%,限制大额申购,开放赎回,
2022-06-05,0.4451,1.6650%,限制大额申购,开放赎回,
2022-06-04,0.4451,1.6740%,限制大额申购,开放赎回,
2022-06-03,0.4451,1.6830%,限制大额申购,开放赎回,
2022-06-02,0.4433,1.6920%,限制大额申购,开放赎回,
2022-06-01,0.4568,1.7030%,限制大额申购,开放赎回,
2022-05-31,0.4719,1.7050%,限制大额申购,开放赎回,
2022-05-30,0.4598,1.7050%,限制大额申购,开放赎回,
2022-05-29,0.4618,1.6970%,限制大额申购,开放赎回,
2022-05-28,0.4618,1.7040%,限制大额申购,开放赎回,
2022-05-27,0.4626,1.7110%,限制大额申购,开放赎回,
2022-05-26,0.4636,1.7170%,限制大额申购,开放赎回,
2022-05-25,0.4617,1.7210%,限制大额申购,开放赎回,
2022-05-24,0.4714,1.7240%,限制大额申购,开放赎回,
2022-05-23,0.4453,1.7250%,限制大额申购,开放赎回,
2022-05-22,0.4744,1.7420%,限制大额申购,开放赎回,
2022-05-21,0.4744,1.7520%,限制大额申购,开放赎回,
2022-05-20,0.4744,1.7630%,限制大额申购,开放赎回,
2022-05-19,0.4709,1.7960%,限制大额申购,开放赎回,
2022-05-18,0.4678,1.8080%,限制大额申购,开放赎回,
2022-05-17,0.4734,1.8180%,限制大额申购,开放赎回,
2022-05-16,0.4770,1.8260%,限制大额申购,开放赎回,
2022-05-15,0.4940,1.8360%,限制大额申购,开放赎回,
2022-05-14,0.4940,1.8350%,限制大额申购,开放赎回,
2022-05-13,0.5359,1.8340%,限制大额申购,开放赎回,
2022-05-12,0.4946,1.8090%,限制大额申购,开放赎回,
2022-05-11,0.4859,1.8250%,限制大额申购,开放赎回,
2022-05-10,0.4893,1.8320%,限制大额申购,开放赎回,
2022-05-09,0.4953,1.8380%,限制大额申购,开放赎回,
2022-05-08,0.4921,1.8410%,限制大额申购,开放赎回,
2022-05-07,0.4921,1.8450%,限制大额申购,开放赎回,
2022-05-06,0.4898,1.8500%,限制大额申购,开放赎回,
2022-05-05,0.5232,1.8550%,限制大额申购,开放赎回,
2022-05-04,0.5004,1.8480%,限制大额申购,开放赎回,
2022-05-03,0.5004,1.8540%,限制大额申购,开放赎回,
2022-05-02,0.5004,1.8580%,限制大额申购,开放赎回,
2022-05-01,0.5004,1.8630%,限制大额申购,开放赎回,
2022-04-30,0.5005,1.8590%,限制大额申购,开放赎回,
2022-04-29,0.5005,1.8560%,限制大额申购,开放赎回,
2022-04-28,0.5092,1.8520%,限制大额申购,开放赎回,
2022-04-27,0.5114,1.8430%,限制大额申购,开放赎回,
2022-04-26,0.5092,1.8330%,限制大额申购,开放赎回,
2022-04-25,0.5088,1.8230%,限制大额申购,开放赎回,
2022-04-24,0.4937,1.8110%,限制大额申购,开放赎回,
2022-04-23,0.4937,1.8120%,限制大额申购,开放赎回,
2022-04-22,0.4935,1.8140%,限制大额申购,开放赎回,
2022-04-21,0.4918,1.8160%,限制大额申购,开放赎回,
2022-04-20,0.4935,1.8180%,限制大额申购,开放赎回,
2022-04-19,0.4889,1.8180%,限制大额申购,开放赎回,
2022-04-18,0.4878,1.8290%,限制大额申购,开放赎回,
2022-04-17,0.4954,1.8430%,限制大额申购,开放赎回,
2022-04-16,0.4965,1.8590%,限制大额申购,开放赎回,
2022-04-15,0.4975,1.8750%,限制大额申购,开放赎回,
2022-04-14,0.4964,1.8780%,限制大额申购,开放赎回,
2022-04-13,0.4937,1.8800%,限制大额申购,开放赎回,
2022-04-12,0.5080,1.9550%,限制大额申购,开放赎回,
2022-04-11,0.5142,2.0120%,限制大额申购,开放赎回,
2022-04-10,0.5265,2.0670%,限制大额申购,开放赎回,
2022-04-09,0.5265,2.1150%,限制大额申购,开放赎回,
2022-04-08,0.5023,2.1620%,限制大额申购,开放赎回,
2022-04-07,0.5012,2.2230%,限制大额申购,开放赎回,
2022-04-06,0.6341,2.2980%,限制大额申购,开放赎回,
2022-04-05,0.6163,2.2830%,限制大额申购,开放赎回,
2022-04-04,0.6164,2.2600%,限制大额申购,开放赎回,
2022-04-03,0.6164,2.2250%,限制大额申购,开放赎回,
2022-04-02,0.6164,2.1950%,限制大额申购,开放赎回,
2022-04-01,0.6160,2.1640%,限制大额申购,开放赎回,
2022-03-31,0.6410,2.1330%,限制大额申购,开放赎回,
2022-03-30,0.6072,2.0840%,限制大额申购,开放赎回,
2022-03-29,0.5731,2.0540%,限制大额申购,开放赎回,
2022-03-28,0.5513,2.0800%,限制大额申购,开放赎回,
2022-03-27,0.5585,2.0800%,限制大额申购,开放赎回,
2022-03-26,0.5585,2.0730%,限制大额申购,开放赎回,
2022-03-25,0.5574,2.0670%,限制大额申购,开放赎回,
2022-03-24,0.5494,2.0610%,限制大额申购,开放赎回,
2022-03-23,0.5508,2.0570%,限制大额申购,开放赎回,
2022-03-22,0.6230,2.0490%,限制大额申购,开放赎回,
2022-03-21,0.5505,1.9980%,限制大额申购,开放赎回,
2022-03-20,0.5463,1.9820%,限制大额申购,开放赎回,
2022-03-19,0.5463,1.9680%,限制大额申购,开放赎回,
