净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配,return,annual_return,CAGR,net_return,comp_1,excess_return,rolling_mean,comp_mean,rolling_SR,excess_SR,drawdown_duration,drawdown_amount,underwater,alpha,beta,Upside_Capture_mean,Downside_Capture_mean,Upside_Capture,Downside_Capture,vol,excess_vol,comp_vol
2013-07-12,1.011,1.011,0.10%,开放申购,开放赎回,,0.000990099009900991,,0.0,0.000904099009900991,1680.18994140625,-0.002096384622961356,,1495.9018388671875,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.12149428121420695
2013-07-15,1.011,1.011,0.00%,开放申购,开放赎回,,0.0,,0.0,-8.6e-05,1682.5,-0.001374879432867404,,1497.20471875,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.12048836347646623
2013-07-16,1.01,1.01,-0.10%,开放申购,开放赎回,,-0.0009891196834815874,,0.0,-0.0010751196834815873,1676.260009765625,0.0027196412284797855,,1498.4951987304687,,,0,0.0,-0.09891196834815921,0.0,0.0,97.87,92.22,,,,,0.12053365711701704
2013-07-17,1.013,1.013,0.30%,开放申购,开放赎回,,0.002970297029702973,,0.0,0.002884297029702973,1680.9100341796875,0.00019624981329724456,,1499.7641586914062,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.1203707231613572
2013-07-18,1.015,1.015,0.20%,开放申购,开放赎回,,0.001974333662388972,,0.0,0.0018883336623889719,1689.3699951171875,-0.0030586310802056538,,1501.0305185546874,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.12030207323445453
2013-07-19,1.014,1.014,-0.10%,开放申购,开放赎回,,-0.0009852216748766907,,0.0,-0.0010712216748766906,1692.0899658203125,-0.002595271995994297,,1502.2928383789063,,,0,0.0,-0.09852216748767384,0.0,0.0,97.87,92.22,,,,,0.1202900012800534
2013-07-22,1.015,1.015,0.10%,开放申购,开放赎回,,0.0009861932938854956,,0.0,0.0009001932938854956,1695.530029296875,-0.0010468330498969447,,1503.624318359375,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.11979500162723969
2013-07-23,1.012,1.012,-0.30%,开放申购,开放赎回,,-0.002955665024630405,,0.0,-0.003041665024630405,1692.3900146484375,-0.0011037281115816588,,1504.9917983398439,,,0,0.0,-0.2955665024630434,0.0,0.0,97.87,92.22,,,,,0.1194219266652374
2013-07-24,1.013,1.013,0.10%,开放申购,开放赎回,,0.0009881422924900019,,0.0,0.0009021422924900018,1685.93994140625,0.004799363811382795,,1506.3823178710938,,,0,0.0,-0.19704433497536958,0.0,0.0,97.87,92.22,,,,,0.11909753298506583
2013-07-25,1.017,1.017,0.39%,开放申购,开放赎回,,0.003948667324777944,,0.0,0.0038626673247779434,1690.25,0.00139219512319122,,1507.7917578125,,,0,0.0,-0.0,0.0,0.0,97.87,92.22,,,,,0.11910148226467823
2013-07-26,1.015,1.015,-0.20%,开放申购,开放赎回,,-0.001966568338249708,,0.0,-0.002052568338249708,1691.6500244140625,-0.0027948626225642315,,1509.1182778320313,,,0,0.0,-0.1966568338249755,0.0,0.0,97.87,92.22,,,,,0.11807018324926807
2013-07-29,1.012,1.012,-0.30%,开放申购,开放赎回,,-0.002955665024630405,,0.0,-0.003041665024630405,1685.3299560546875,0.000780372730320722,,1510.3157177734374,,,0,0.0,-0.4916420845624279,0.0,0.0,97.87,92.22,,,,,0.11674005817039208
